6	3
3	6
17	0
0	17
19	17
17	19
21	10
10	21
21	14
14	21
24	19
19	24
33	3
3	33
36	15
15	36
40	23
23	40
47	0
0	47
52	26
26	52
53	47
47	53
54	30
30	54
55	27
27	55
55	46
46	55
57	24
24	57
60	42
42	60
61	33
33	61
63	53
53	63
65	59
59	65
69	37
37	69
69	50
50	69
72	5
5	72
77	43
43	77
79	5
5	79
79	10
10	79
80	1
1	80
82	68
68	82
85	22
22	85
85	28
28	85
88	44
44	88
89	17
17	89
90	17
17	90
96	76
76	96
98	27
27	98
98	46
46	98
101	64
64	101
102	95
95	102
104	58
58	104
105	51
51	105
108	62
62	108
108	72
72	108
109	64
64	109
110	62
62	110
111	108
108	111
114	45
45	114
116	12
12	116
117	3
3	117
119	23
23	119
122	95
95	122
123	26
26	123
126	76
76	126
127	14
14	127
129	121
121	129
130	57
57	130
130	97
97	130
130	127
127	130
131	6
6	131
132	121
121	132
133	11
11	133
133	116
116	133
134	132
132	134
135	112
112	135
137	78
78	137
137	92
92	137
140	51
51	140
140	101
101	140
143	104
104	143
145	36
36	145
145	136
136	145
145	138
138	145
146	94
94	146
150	51
51	150
150	101
101	150
151	56
56	151
151	84
84	151
152	23
23	152
152	40
40	152
153	32
32	153
153	42
42	153
154	37
37	154
154	58
58	154
157	136
136	157
159	3
3	159
159	61
61	159
159	141
141	159
159	149
149	159
160	27
27	160
160	125
125	160
161	62
62	161
161	110
110	161
162	112
112	162
163	43
43	163
163	99
99	163
163	131
131	163
165	43
43	165
165	163
163	165
167	121
121	167
167	134
134	167
170	30
30	170
171	46
46	171
171	135
135	171
173	29
29	173
176	107
107	176
176	121
121	176
178	116
116	178
179	0
0	179
179	17
17	179
179	28
28	179
180	23
23	180
180	119
119	180
181	36
36	181
181	56
56	181
182	10
10	182
182	67
67	182
182	79
79	182
183	55
55	183
183	101
101	183
183	140
140	183
184	23
23	184
185	2
2	185
185	114
114	185
187	126
126	187
188	135
135	188
189	175
175	189
189	177
177	189
190	98
98	190
190	174
174	190
192	184
184	192
193	11
11	193
193	34
34	193
193	45
45	193
193	114
114	193
194	147
147	194
194	165
165	194
195	38
38	195
195	81
81	195
198	25
25	198
199	31
31	199
202	36
36	202
204	87
87	204
204	88
88	204
205	162
162	205
206	185
185	206
209	46
46	209
209	171
171	209
209	188
188	209
210	100
100	210
210	141
141	210
210	159
159	210
211	206
206	211
212	209
209	212
213	12
12	213
213	207
207	213
214	29
29	214
214	211
211	214
215	60
60	215
216	191
191	216
217	23
23	217
217	184
184	217
219	139
139	219
220	162
162	220
220	205
205	220
221	75
75	221
221	169
169	221
222	148
148	222
224	173
173	224
224	204
204	224
225	3
3	225
225	117
117	225
225	167
167	225
225	176
176	225
226	158
158	226
226	197
197	226
227	138
138	227
228	54
54	228
228	83
83	228
229	9
9	229
229	15
15	229
229	36
36	229
229	119
119	229
229	217
217	229
230	45
45	230
231	11
11	231
232	128
128	232
232	139
139	232
233	109
109	233
234	211
211	234
235	178
178	235
237	15
15	237
237	36
36	237
237	98
98	237
237	181
181	237
237	202
202	237
239	236
236	239
241	44
44	241
241	62
62	241
241	111
111	241
241	204
204	241
244	13
13	244
244	73
73	244
245	30
30	245
246	142
142	246
247	82
82	247
247	177
177	247
247	189
189	247
248	244
244	248
251	5
5	251
251	7
7	251
251	170
170	251
251	232
232	251
252	12
12	252
252	24
24	252
253	160
160	253
253	206
206	253
253	211
211	253
255	95
95	255
256	30
30	256
256	127
127	256
256	170
170	256
257	63
63	257
257	238
238	257
258	203
203	258
259	134
134	259
259	239
239	259
261	48
48	261
261	164
164	261
261	198
198	261
262	0
0	262
263	124
124	263
263	140
140	263
264	103
103	264
265	203
203	265
266	47
47	266
266	257
257	266
267	245
245	267
268	132
132	268
268	183
183	268
268	222
222	268
269	262
262	269
272	222
222	272
273	68
68	273
273	106
106	273
274	77
77	274
275	111
111	275
276	178
178	276
280	149
149	280
280	167
167	280
280	239
239	280
280	259
259	280
280	278
278	280
281	29
29	281
281	68
68	281
281	82
82	281
281	173
173	281
281	177
177	281
282	91
91	282
283	35
35	283
283	113
113	283
284	24
24	284
284	57
57	284
284	84
84	284
285	270
270	285
286	62
62	286
286	108
108	286
287	8
8	287
288	156
156	288
288	265
265	288
291	30
30	291
292	141
141	292
293	20
20	293
293	207
207	293
294	26
26	294
294	44
44	294
295	92
92	295
296	59
59	296
297	183
183	297
297	277
277	297
298	186
186	298
299	201
201	299
299	286
286	299
300	120
120	300
300	286
286	300
301	190
190	301
301	225
225	301
302	46
46	302
302	95
95	302
302	122
122	302
302	214
214	302
303	218
218	303
303	296
296	303
304	27
27	304
304	168
168	304
306	265
265	306
307	9
9	307
307	16
16	307
307	93
93	307
307	285
285	307
308	93
93	308
308	307
307	308
309	174
174	309
309	178
178	309
309	192
192	309
309	203
203	309
310	22
22	310
311	65
65	311
311	142
142	311
312	204
204	312
313	105
105	313
313	245
245	313
313	294
294	313
314	5
5	314
314	79
79	314
314	310
310	314
315	42
42	315
316	18
18	316
316	181
181	316
316	276
276	316
317	17
17	317
317	89
89	317
317	126
126	317
318	133
133	318
318	178
178	318
318	191
191	318
318	309
309	318
320	235
235	320
321	29
29	321
321	87
87	321
321	173
173	321
321	189
189	321
321	204
204	321
321	242
242	321
321	281
281	321
322	41
41	322
323	40
40	323
323	259
259	323
324	27
27	324
324	160
160	324
324	196
196	324
324	225
225	324
326	244
244	326
326	277
277	326
326	297
297	326
327	108
108	327
328	176
176	328
329	208
208	329
329	266
266	329
330	170
170	330
331	20
20	331
332	1
1	332
332	92
92	332
332	295
295	332
333	6
6	333
333	107
107	333
333	320
320	333
334	117
117	334
336	126
126	336
336	317
317	336
337	245
245	337
337	267
267	337
338	55
55	338
338	76
76	338
338	123
123	338
338	171
171	338
338	183
183	338
339	38
38	339
339	95
95	339
339	150
150	339
339	195
195	339
340	38
38	340
341	143
143	341
341	336
336	341
344	177
177	344
344	189
189	344
344	281
281	344
345	59
59	345
345	93
93	345
345	155
155	345
345	285
285	345
345	296
296	345
346	204
204	346
346	241
241	346
347	51
51	347
347	62
62	347
347	150
150	347
347	245
245	347
347	313
313	347
348	269
269	348
349	117
117	349
349	310
310	349
350	32
32	350
350	197
197	350
350	296
296	350
