42	264	-1
265	98	-1
98	265	-1
265	211	-1
211	265	1
265	243	-1
243	265	-1
266	20	1
20	266	-1
266	47	1
47	266	-1
266	141	1
141	266	1
266	220	1
220	266	1
267	226	-1
226	267	1
267	234	-1
234	267	-1
268	33	1
33	268	-1
268	108	1
108	268	1
269	207	-1
207	269	1
270	81	1
81	270	1
270	86	1
86	270	-1
270	188	-1
188	270	-1
271	81	1
81	271	1
271	222	-1
222	271	1
272	117	-1
117	272	1
274	185	-1
185	274	1
275	34	1
34	275	-1
275	261	-1
261	275	1
278	22	1
22	278	-1
278	248	-1
248	278	-1
279	133	1
133	279	1
279	134	-1
134	279	-1
280	172	-1
172	280	1
281	19	1
19	281	-1
281	94	-1
94	281	-1
281	218	1
218	281	1
282	169	-1
169	282	1
284	190	1
190	284	-1
285	215	-1
215	285	1
287	28	-1
28	287	1
287	228	1
228	287	-1
290	3	-1
3	290	-1
290	37	-1
37	290	1
290	213	-1
213	290	-1
291	244	-1
244	291	-1
291	288	1
288	291	-1
292	1	1
1	292	-1
292	72	-1
72	292	-1
293	194	-1
194	293	1
294	92	1
92	294	1
294	179	-1
179	294	1
295	125	1
125	295	1
295	126	1
126	295	-1
295	186	-1
186	295	-1
297	97	1
97	297	1
297	253	1
253	297	-1
298	97	1
97	298	-1
298	167	-1
167	298	-1
298	290	-1
290	298	-1
299	248	1
248	299	1
299	266	-1
266	299	1
301	30	1
30	301	-1
301	102	-1
102	301	-1
302	246	-1
246	302	1
305	133	1
133	305	1
307	112	1
112	307	-1
308	81	1
81	308	1
308	188	-1
188	308	-1
309	115	-1
115	309	-1
309	201	-1
201	309	-1
309	303	-1
303	309	-1
310	154	-1
154	310	1
310	301	1
301	310	1
311	105	1
105	311	1
311	251	1
251	311	-1
312	209	-1
209	312	1
313	69	1
69	313	1
313	76	1
76	313	-1
313	123	1
123	313	-1
313	181	1
181	313	-1
314	20	1
20	314	-1
314	47	1
47	314	-1
314	141	1
141	314	1
314	220	1
220	314	1
314	278	-1
278	314	1
314	299	1
299	314	-1
315	218	1
218	315	1
315	257	-1
257	315	1
316	150	-1
150	316	1
316	151	1
151	316	-1
317	53	1
53	317	1
318	310	1
310	318	1
321	44	1
44	321	-1
322	147	-1
147	322	-1
323	125	-1
125	323	1
323	126	-1
126	323	-1
324	166	-1
166	324	-1
326	182	-1
182	326	1
326	234	-1
234	326	-1
327	183	1
183	327	-1
329	14	1
14	329	1
329	258	-1
258	329	-1
330	36	1
36	330	-1
330	261	1
261	330	-1
331	60	-1
60	331	1
332	205	-1
205	332	1
333	158	1
158	333	-1
334	200	-1
200	334	-1
334	302	1
302	334	1
335	13	-1
13	335	-1
335	233	1
233	335	-1
335	242	-1
242	335	-1
338	17	1
17	338	-1
338	95	1
95	338	-1
338	258	-1
258	338	1
338	287	1
287	338	-1
339	54	1
54	339	-1
339	110	-1
110	339	1
339	219	1
219	339	1
340	216	-1
216	340	1
341	5	1
5	341	1
341	110	-1
110	341	-1
341	267	1
267	341	-1
342	125	1
125	342	1
342	126	1
126	342	-1
343	73	1
73	343	-1
343	87	1
87	343	-1
343	308	-1
308	343	1
344	39	-1
39	344	-1
344	148	1
148	344	1
344	328	1
328	344	1
345	97	-1
97	345	1
345	253	-1
253	345	-1
346	142	-1
142	346	1
346	159	-1
159	346	-1
347	9	-1
9	347	-1
347	144	1
144	347	-1
348	0	-1
0	348	-1
348	68	-1
68	348	1
349	46	-1
46	349	1
350	57	1
57	350	-1
350	265	1
265	350	-1
351	112	-1
112	351	1
352	122	-1
122	352	1
353	174	-1
174	353	-1
354	185	1
185	354	-1
355	110	1
110	355	1
355	273	-1
273	355	1
357	8	-1
8	357	1
357	244	1
244	357	1
357	260	1
260	357	1
357	315	-1
315	357	1
358	37	1
37	358	-1
358	164	-1
164	358	-1
359	174	1
174	359	-1
361	17	1
17	361	-1
361	45	-1
45	361	-1
361	95	1
95	361	-1
361	133	-1
133	361	1
361	135	-1
135	361	-1
361	138	-1
138	361	-1
361	287	1
287	361	-1
361	348	-1
348	361	1
362	280	-1
280	362	1
362	285	-1
285	362	1
362	294	-1
294	362	1
363	358	-1
358	363	1
364	58	-1
58	364	1
365	295	1
295	365	1
365	342	1
342	365	1
366	56	1
56	366	-1
366	93	-1
93	366	1
366	290	1
290	366	1
367	133	1
133	367	1
367	309	-1
309	367	-1
367	348	1
348	367	1
368	178	-1
178	368	1
369	346	-1
346	369	1
370	55	1
55	370	-1
371	91	1
91	371	1
371	277	1
277	371	1
373	221	1
221	373	-1
373	295	-1
295	373	-1
374	285	1
285	374	-1
375	45	1
45	375	-1
375	133	1
133	375	1
375	135	1
135	375	-1
375	309	-1
309	375	-1
375	348	1
348	375	1
376	119	-1
119	376	1
376	151	1
151	376	-1
377	19	-1
19	377	1
377	81	1
81	377	1
377	343	1
343	377	-1
378	23	1
23	378	-1
379	9	1
9	379	-1
380	24	1
24	380	1
381	351	-1
351	381	1
383	170	-1
170	383	1
384	20	1
20	384	1
384	105	-1
105	384	-1
384	212	1
212	384	-1
384	338	-1
338	384	-1
385	242	-1
242	385	1
386	311	1
311	386	-1
387	167	-1
167	387	-1
387	207	1
207	387	-1
387	290	-1
290	387	-1
387	374	1
374	387	-1
388	151	1
151	388	-1
388	271	-1
271	388	1
389	60	-1
60	389	-1
389	163	1
163	389	1
389	299	1
299	389	1
389	358	-1
358	389	-1
390	65	-1
65	390	1
390	198	-1
198	390	1
392	50	1
50	392	-1
392	94	-1
94	392	-1
392	218	1
218	392	1
393	90	-1
90	393	1
393	203	-1
203	393	1
393	335	-1
335	393	-1
394	295	1
295	394	-1
395	369	1
369	395	1
396	49	1
49	396	1
396	115	-1
115	396	1
396	236	1
236	396	1
396	305	-1
305	396	1
396	361	-1
361	396	-1
396	380	1
380	396	-1
397	11	-1
11	397	1
397	373	-1
373	397	1
398	14	-1
14	398	1
399	269	-1
269	399	1
400	121	-1
121	400	-1
400	231	1
231	400	-1
400	263	-1
263	400	1
402	4	1
4	402	-1
402	328	1
328	402	-1
402	337	1
337	402	-1
403	358	-1
358	403	1
405	33	-1
33	405	1
405	40	1
40	405	-1
405	89	-1
89	405	1
406	274	1
274	406	-1
407	70	-1
70	407	-1
407	105	1
105	407	-1
407	284	-1
284	407	1
407	303	1
303	407	1
407	338	1
338	407	-1
408	164	1
164	408	1
408	178	-1
178	408	1
408	271	1
271	408	-1
409	132	-1
132	409	-1
409	208	1
208	409	1
409	346	-1
346	409	-1
410	108	1
108	410	-1
410	146	-1
146	410	1
410	334	-1
334	410	-1
410	345	1
345	410	-1
412	405	1
405	412	-1
413	121	-1
121	413	-1
414	96	1
96	414	1
414	353	1
353	414	1
415	4	1
4	415	1
415	88	1
88	415	-1
415	250	1
250	415	1
416	4	-1
4	416	1
416	192	1
192	416	-1
416	250	-1
250	416	1
416	284	1
284	416	-1
417	67	1
67	417	1
417	197	1
197	417	-1
417	216	1
216	417	-1
417	364	-1
364	417	1
417	398	-1
398	417	1
418	20	1
20	418	1
418	105	-1
105	418	-1
418	338	-1
338	418	-1
419	199	-1
199	419	1
419	295	1
295	419	1
419	323	1
323	419	-1
419	342	1
342	419	1
420	192	1
192	420	-1
420	202	-1
202	420	1
420	244	-1
244	420	-1
420	284	1
284	420	-1
421	155	1
155	421	-1
421	185	-1
185	421	1
421	406	-1
406	421	1
422	195	1
195	422	-1
422	208	-1
208	422	-1
422	306	-1
306	422	1
424	81	1
81	424	1
424	86	1
86	424	-1
424	126	-1
126	424	1
424	231	-1
231	424	1
426	390	1
390	426	-1
428	74	-1
74	428	-1
428	422	1
422	428	1
429	235	-1
235	429	1
430	5	1
5	430	1
430	267	1
267	430	-1
431	18	1
18	431	1
431	133	-1
133	431	-1
431	422	-1
422	431	-1
432	251	-1
251	432	1
433	81	-1
81	433	-1
433	154	1
154	433	-1
433	317	-1
317	433	-1
434	271	1
271	434	-1
435	94	-1
94	435	1
435	300	-1
300	435	1
436	58	1
58	436	-1
436	73	-1
73	436	1
436	238	1
238	436	-1
436	393	1
393	436	-1
437	174	1
174	437	1
438	45	1
45	438	-1
438	133	1
133	438	1
438	135	1
135	438	-1
438	138	1
138	438	-1
438	309	-1
309	438	-1
438	348	1
348	438	1
438	393	-1
393	438	1
439	131	1
131	439	-1
439	348	-1
348	439	-1
439	414	1
414	439	1
440	11	1
11	440	-1
440	161	1
161	440	-1
440	188	-1
188	440	-1
440	290	1
290	440	1
440	312	1
312	440	-1
441	64	-1
64	441	1
441	309	1
309	441	1
442	67	1
67	442	1
442	197	1
197	442	-1
442	216	1
216	442	-1
442	291	1
291	442	-1
442	316	-1
316	442	1
442	376	-1
376	442	1
442	388	-1
388	442	1
443	292	-1
292	443	1
444	14	-1
14	444	-1
444	275	1
275	444	-1
444	339	-1
339	444	1
444	394	1
394	444	1
445	221	-1
221	445	1
445	349	-1
349	445	1
446	244	-1
244	446	-1
446	417	-1
417	446	1
446	442	-1
442	446	1
447	40	-1
40	447	1
447	220	1
220	447	1
448	110	-1
110	448	-1
448	248	1
248	448	-1
449	78	-1
78	449	-1
449	192	-1
192	449	1
449	203	1
203	449	-1
449	290	1
290	449	1
449	352	1
352	449	-1
450	103	1
103	450	-1
450	422	-1
422	450	1
451	144	-1
144	451	1
451	230	1
230	451	-1
451	335	1
335	451	1
452	20	-1
20	452	1
453	69	-1
69	453	1
453	103	1
103	453	1
453	273	-1
273	453	-1
453	395	1
395	453	-1
454	219	-1
219	454	-1
454	342	-1
342	454	-1
455	43	1
43	455	-1
455	164	1
164	455	1
456	37	-1
37	456	-1
456	117	1
117	456	-1
456	142	-1
142	456	-1
456	363	-1
363	456	-1
457	114	-1
114	457	1
457	129	-1
129	457	1
457	400	-1
400	457	1
458	135	-1
135	458	1
458	237	-1
237	458	1
458	392	-1
392	458	1
458	424	1
424	458	-1
459	12	-1
12	459	-1
459	256	-1
256	459	-1
459	286	-1
286	459	1
459	364	1
364	459	1
459	398	1
398	459	1
460	141	1
141	460	1
460	220	1
220	460	1
461	121	-1
121	461	-1
462	233	-1
233	462	-1
463	141	1
141	463	1
463	220	1
220	463	1
464	163	1
163	464	-1
464	455	1
455	464	-1
465	417	1
417	465	-1
465	429	-1
429	465	1
465	459	1
459	465	1
465	462	-1
462	465	1
466	97	-1
97	466	1
466	253	-1
253	466	-1
466	410	-1
410	466	1
467	100	1
100	467	-1
467	149	-1
149	467	1
467	459	1
459	467	1
468	405	1
405	468	1
469	295	-1
295	469	1
469	323	-1
323	469	-1
469	342	-1
342	469	1
470	68	1
68	470	-1
470	100	-1
100	470	1
470	260	-1
260	470	-1
470	330	1
330	470	-1
470	359	1
359	470	-1
471	22	1
22	471	1
471	28	-1
28	471	1
471	51	1
51	471	1
471	338	-1
338	471	1
471	347	-1
347	471	-1
471	361	-1
361	471	1
472	248	1
248	472	1
472	271	1
271	472	-1
472	389	1
389	472	1
472	447	-1
447	472	1
472	463	-1
463	472	1
473	29	-1
29	473	1
473	324	-1
324	473	1
473	454	-1
454	473	1
474	70	-1
70	474	-1
474	86	-1
86	474	1
475	154	-1
154	475	1
476	110	-1
110	476	1
476	219	1
219	476	1
476	326	1
326	476	1
476	360	1
360	476	1
477	27	-1
27	477	1
477	433	-1
433	477	1
477	435	1
435	477	1
478	418	1
418	478	1
479	46	1
46	479	-1
479	80	-1
80	479	1
479	138	-1
138	479	1
479	309	1
309	479	1
480	273	-1
273	480	1
480	309	1
309	480	1
481	35	-1
35	481	1
481	335	1
335	481	1
481	477	-1
477	481	1
482	16	-1
16	482	1
483	31	1
31	483	-1
483	441	-1
441	483	1
484	213	1
213	484	1
485	252	1
252	485	-1
485	353	-1
353	485	-1
485	359	-1
359	485	1
485	373	1
373	485	-1
485	394	1
394	485	1
487	260	1
260	487	-1
489	152	-1
152	489	1
489	381	1
381	489	-1
489	480	-1
480	489	1
490	425	1
425	490	-1
491	147	-1
147	491	1
491	450	-1
450	491	-1
491	479	1
479	491	-1
492	405	1
405	492	1
493	9	1
9	493	-1
493	45	-1
45	493	-1
493	133	-1
133	493	1
493	135	-1
135	493	-1
493	138	-1
138	493	-1
493	348	-1
348	493	1
494	118	-1
118	494	-1
494	305	-1
305	494	-1
495	29	-1
29	495	1
495	324	-1
324	495	1
495	454	-1
454	495	1
496	309	-1
309	496	1
497	153	1
153	497	-1
497	166	-1
166	497	-1
497	350	1
350	497	-1
498	89	1
89	498	-1
498	108	1
108	498	1
499	69	-1
69	499	1
499	125	1
125	499	-1
499	218	1
218	499	-1
499	240	-1
240	499	-1
499	273	-1
273	499	-1
499	365	1
365	499	-1
499	457	1
457	499	1
500	0	1
0	500	1
500	96	1
96	500	1
501	173	-1
173	501	-1
502	5	1
5	502	1
502	110	-1
110	502	-1
502	326	1
326	502	-1
504	48	-1
48	504	-1
504	337	1
337	504	1
505	91	1
91	505	1
505	258	-1
258	505	-1
505	277	1
277	505	1
505	488	1
488	505	1
506	118	1
118	506	1
506	201	1
201	506	1
506	347	1
347	506	1
508	413	-1
413	508	1
509	61	-1
61	509	1
509	143	-1
143	509	1
509	335	-1
335	509	-1
510	269	1
269	510	-1
511	118	1
118	511	1
511	201	1
201	511	1
511	347	1
347	511	1
512	12	-1
12	512	1
513	173	-1
173	513	1
513	240	-1
240	513	1
513	363	1
363	513	1
514	405	1
405	514	1
515	71	-1
71	515	1
515	189	-1
189	515	1
515	195	-1
195	515	-1
515	218	1
218	515	1
515	357	1
357	515	-1
515	450	-1
450	515	-1
516	355	1
355	516	-1
516	480	1
480	516	-1
517	118	-1
118	517	1
517	201	-1
201	517	1
517	347	-1
347	517	1
518	56	-1
56	518	1
518	89	1
89	518	-1
518	101	-1
101	518	-1
518	108	1
108	518	1
518	394	-1
394	518	-1
519	120	1
120	519	-1
519	415	1
415	519	1
519	416	1
416	519	-1
520	152	1
152	520	-1
520	279	-1
279	520	1
520	361	-1
361	520	-1
520	493	-1
493	520	-1
521	435	-1
435	521	-1
522	115	-1
115	522	-1
522	201	-1
201	522	-1
522	303	-1
303	522	-1
522	375	-1
375	522	-1
523	60	-1
60	523	-1
523	146	-1
146	523	-1
523	155	1
155	523	1
523	188	1
188	523	-1
524	67	1
67	524	1
524	364	-1
364	524	1
524	398	-1
398	524	1
524	465	-1
465	524	1
525	90	1
90	525	-1
525	244	-1
244	525	-1
525	340	1
340	525	-1
526	165	-1
165	526	1
526	177	-1
177	526	1
526	225	-1
225	526	1
527	188	-1
188	527	-1
528	207	-1
207	528	1
528	406	1
406	528	-1
528	510	-1
510	528	1
529	242	-1
242	529	1
529	349	1
349	529	-1
530	193	1
193	530	-1
530	419	1
419	530	-1
531	133	1
133	531	1
531	309	-1
309	531	-1
531	348	1
348	531	1
531	393	-1
393	531	1
531	396	1
396	531	-1
531	522	-1
522	531	-1
532	12	-1
12	532	1
532	501	-1
501	532	-1
532	508	1
508	532	-1
533	96	-1
96	533	-1
535	166	1
166	535	1
536	511	-1
511	536	-1
537	108	1
108	537	1
537	447	1
447	537	-1
538	94	-1
94	538	-1
539	246	-1
246	539	1
539	335	1
335	539	1
540	131	-1
131	540	1
540	473	-1
473	540	1
541	191	-1
191	541	1
541	210	1
210	541	-1
541	394	1
394	541	1
542	244	1
244	542	1
542	281	-1
281	542	1
542	425	1
425	542	1
543	151	1
151	543	1
543	370	1
370	543	1
544	154	-1
154	544	1
544	217	1
217	544	1
544	486	1
486	544	1
545	62	1
62	545	-1
546	48	-1
48	546	-1
546	337	1
337	546	1
547	113	1
113	547	-1
547	164	-1
164	547	-1
547	331	1
331	547	-1
547	389	-1
389	547	-1
547	523	-1
523	547	-1
547	527	-1
527	547	1
548	172	-1
172	548	1
549	160	-1
160	549	1
549	244	-1
244	549	-1
549	524	-1
524	549	1
550	68	1
68	550	1
550	94	-1
94	550	-1
550	180	1
180	550	-1
550	439	1
439	550	-1
551	159	1
159	551	-1
551	186	-1
186	551	1
551	335	-1
335	551	-1
552	254	-1
254	552	-1
553	22	-1
22	553	1
553	51	-1
51	553	1
553	132	1
132	553	1
553	522	1
522	553	1
554	151	-1
151	554	1
554	370	-1
370	554	1
555	116	-1
116	555	1
555	262	-1
262	555	1
556	150	-1
150	556	1
556	190	1
190	556	-1
556	407	1
407	556	-1
557	135	1
135	557	1
557	199	-1
199	557	1
557	237	1
237	557	1
557	392	1
392	557	1
557	530	-1
530	557	1
558	124	-1
124	558	1
559	132	-1
132	559	-1
559	191	1
191	559	-1
559	249	-1
249	559	1
559	259	-1
259	559	1
559	346	-1
346	559	-1
560	196	1
196	560	-1
560	488	1
488	560	-1
561	395	-1
395	561	1
561	505	1
505	561	1
562	141	1
141	562	1
562	220	1
220	562	1
562	472	1
472	562	-1
563	172	-1
172	563	1
563	346	1
346	563	1
564	169	-1
169	564	1
564	188	1
188	564	1
564	329	1
329	564	1
565	3	-1
3	565	-1
565	37	-1
37	565	1
565	213	-1
213	565	-1
565	233	1
233	565	-1
565	298	-1
298	565	-1
566	2	1
2	566	-1
566	125	1
125	566	1
566	272	1
272	566	-1
566	419	1
419	566	1
566	437	-1
437	566	1
567	2	1
2	567	-1
567	193	1
193	567	1
567	226	-1
226	567	1
567	234	-1
234	567	-1
567	272	1
272	567	-1
567	341	-1
341	567	1
567	365	1
365	567	1
567	430	-1
430	567	1
568	17	1
17	568	-1
568	95	1
95	568	-1
568	471	1
471	568	-1
568	487	-1
487	568	-1
569	1	-1
1	569	1
569	192	1
192	569	-1
569	284	1
284	569	-1
569	475	-1
475	569	1
569	540	-1
540	569	1
570	82	-1
82	570	1
570	224	-1
224	570	1
570	540	1
540	570	-1
571	98	-1
98	571	-1
571	127	-1
127	571	1
571	187	-1
187	571	1
571	243	-1
243	571	-1
572	362	1
362	572	-1
572	505	1
505	572	1
573	54	1
54	573	-1
573	444	1
444	573	-1
574	559	-1
559	574	1
575	255	-1
255	575	1
575	300	-1
300	575	-1
575	437	-1
437	575	-1
576	156	-1
156	576	1
576	210	-1
210	576	1
576	230	-1
230	576	1
576	313	1
313	576	-1
576	340	-1
340	576	1
576	352	-1
352	576	1
577	65	-1
65	577	1
577	250	1
250	577	-1
577	265	1
265	577	1
577	426	-1
426	577	1
577	535	1
535	577	-1
579	24	-1
24	579	1
581	555	-1
555	581	-1
582	215	-1
215	582	1
582	374	-1
374	582	1
583	295	1
295	583	1
583	323	1
323	583	-1
583	342	1
342	583	1
583	575	-1
575	583	1
584	7	-1
7	584	1
584	103	1
103	584	-1
584	327	-1
327	584	-1
585	134	-1
134	585	-1
585	258	1
258	585	1
586	153	1
153	586	1
586	364	-1
364	586	1
586	398	-1
398	586	1
586	465	-1
465	586	1
587	50	1
50	587	1
587	168	-1
168	587	-1
587	247	1
247	587	1
587	469	1
469	587	1
587	580	-1
580	587	1
588	1	1
1	588	1
588	475	1
475	588	1
588	497	-1
497	588	-1
588	540	1
540	588	1
589	153	-1
153	589	1
589	487	-1
487	589	1
590	530	1
530	590	-1
591	142	-1
142	591	1
591	496	1
496	591	-1
592	108	1
108	592	1
592	179	1
179	592	-1
592	562	1
562	592	-1
593	120	-1
120	593	1
594	22	-1
22	594	-1
594	292	1
292	594	-1
594	297	-1
297	594	-1
595	88	-1
88	595	-1
595	288	1
288	595	-1
595	328	-1
328	595	1
595	535	-1
535	595	1
596	12	1
12	596	-1
596	256	1
256	596	-1
596	286	1
286	596	1
596	316	-1
316	596	1
596	376	-1
376	596	1
596	388	-1
388	596	1
597	39	-1
39	597	-1
597	88	1
88	597	-1
597	148	1
148	597	1
597	328	1
328	597	1
597	535	1
535	597	1
598	53	-1
53	598	-1
598	235	-1
235	598	-1
599	402	1
402	599	-1
599	479	-1
479	599	-1
600	6	1
6	600	-1
600	133	1
133	600	1
600	169	1
169	600	-1
600	288	-1
288	600	1
600	304	1
304	600	-1
600	348	1
348	600	1
600	494	-1
494	600	-1
601	160	1
160	601	-1
601	370	1
370	601	-1
602	98	-1
98	602	-1
602	243	-1
243	602	-1
603	13	-1
13	603	1
603	122	1
122	603	-1
603	270	1
270	603	-1
603	523	1
523	603	1
604	508	-1
508	604	-1
605	216	-1
216	605	1
605	279	1
279	605	-1
605	525	-1
525	605	1
606	70	1
70	606	1
606	78	1
78	606	1
606	111	-1
111	606	1
606	432	-1
432	606	1
606	558	-1
558	606	1
607	203	-1
203	607	1
607	436	-1
436	607	1
608	329	-1
329	608	-1
608	590	1
590	608	1
609	530	-1
530	609	-1
609	608	-1
608	609	1
610	74	1
74	610	1
610	132	-1
132	610	-1
610	346	-1
346	610	-1
610	484	1
484	610	1
610	591	-1
591	610	-1
611	241	-1
241	611	1
611	536	-1
536	611	1
612	4	1
4	612	1
612	250	1
250	612	1
612	519	1
519	612	1
614	371	1
371	614	-1
615	136	1
136	615	-1
615	151	-1
151	615	1
615	370	-1
370	615	1
616	98	-1
98	616	1
616	301	-1
301	616	-1
616	311	1
311	616	-1
617	102	-1
102	617	1
617	418	1
418	617	1
617	450	-1
450	617	1
617	452	1
452	617	-1
617	584	-1
584	617	1
618	360	1
360	618	-1
619	13	-1
13	619	1
619	523	1
523	619	1
620	91	-1
91	620	1
620	122	1
122	620	-1
620	270	1
270	620	-1
620	277	-1
277	620	1
620	488	-1
488	620	1
620	523	1
523	620	1
620	561	-1
561	620	1
621	69	1
69	621	1
621	240	1
240	621	-1
621	273	1
273	621	-1
621	371	-1
371	621	-1
621	576	-1
576	621	1
622	54	-1
54	622	1
623	21	1
21	623	-1
623	310	1
310	623	-1
623	475	1
475	623	-1
624	156	-1
156	624	1
624	210	-1
210	624	1
624	230	-1
230	624	1
624	340	-1
340	624	1
624	352	-1
352	624	1
624	523	1
523	624	1
625	7	1
7	625	1
625	74	-1
74	625	-1
625	322	-1
322	625	-1
625	558	1
558	625	-1
626	18	1
18	626	1
626	133	-1
133	626	-1
626	422	-1
422	626	-1
627	67	1
67	627	1
627	85	1
85	627	-1
627	316	-1
316	627	1
627	376	-1
376	627	1
627	388	-1
388	627	1
627	549	1
549	627	-1
629	229	1
229	629	1
629	335	-1
335	629	-1
630	456	-1
456	630	1
630	476	1
476	630	1
630	496	1
496	630	1
631	103	-1
103	631	1
631	206	1
206	631	1
631	395	-1
395	631	-1
632	174	-1
174	632	1
632	219	-1
219	632	-1
632	281	1
281	632	-1
632	342	-1
342	632	-1
633	174	1
174	633	-1
633	276	-1
276	633	1
633	445	-1
445	633	1
633	474	-1
474	633	1
633	485	1
485	633	-1
634	243	-1
243	634	1
634	301	-1
301	634	-1
635	423	1
423	635	1
636	276	1
276	636	-1
637	292	1
292	637	-1
638	429	-1
429	638	1
638	462	-1
462	638	1
638	614	1
614	638	1
639	459	-1
459	639	-1
639	596	-1
596	639	1
640	317	-1
317	640	-1
641	107	1
107	641	-1
641	261	-1
261	641	1
641	295	-1
295	641	-1
641	321	1
321	641	-1
641	444	-1
444	641	1
641	636	1
636	641	-1
642	89	1
89	642	-1
642	108	1
108	642	1
643	495	-1
495	643	1
643	511	-1
511	643	-1
644	64	-1
64	644	1
644	188	1
188	644	1
644	599	-1
599	644	-1
645	14	1
14	645	-1
645	476	1
476	645	1
645	496	1
496	645	1
645	618	-1
618	645	1
646	105	1
105	646	1
646	195	-1
195	646	1
646	325	-1
325	646	1
646	347	1
347	646	-1
646	379	1
379	646	1
646	493	1
493	646	1
648	411	1
411	648	-1
648	614	-1
614	648	-1
649	648	-1
648	649	1
650	188	-1
188	650	-1
650	290	1
290	650	1
650	494	1
494	650	1
651	163	1
163	651	-1
651	213	-1
213	651	1
651	455	1
455	651	-1
651	610	-1
610	651	1
652	335	1
335	652	1
652	462	1
462	652	-1
652	500	-1
500	652	-1
652	565	1
565	652	1
653	53	-1
53	653	1
653	151	1
151	653	-1
653	323	-1
323	653	1
653	442	1
442	653	-1
653	596	1
596	653	-1
653	627	1
627	653	-1
654	289	1
289	654	1
654	453	-1
453	654	1
654	631	-1
631	654	-1
654	651	1
651	654	1
655	166	-1
166	655	-1
655	575	1
575	655	-1
655	588	-1
588	655	-1
656	134	-1
134	656	-1
656	223	1
223	656	-1
656	258	1
258	656	1
656	288	-1
288	656	1
656	384	1
384	656	-1
656	407	1
407	656	1
657	37	-1
37	657	-1
657	164	1
